Customer_ID,Product_ID,Transaction_ID,Purchase_Frequency,Average_Order_Value,Most_Frequent_Category,Time_between_Purchase,Region,Churn_Probability,Lifetime_Value,Launch_Date,Peak_Sale_Date ,Season,Preferred_Purchase_Time,Retention_Strategy,Churn_Flag
CUST_HUFSFP,PROD_PV6BNB,TRANS_DH0JF3706,18,95.92,Home,46,South America,0.34,9354.01,2/14/2021,9/27/2023,Winter,Afternoon,Loyalty Program,Low
CUST_TK3ZPI,PROD_9JENPK,TRANS_DH0JF3707,17,150.9,Home,87,Asia,0.91,9014.6,2/14/2021,8/25/2023,Spring,Afternoon,Discount,High
CUST_AQEYSE,PROD_1SCLST,TRANS_DH0JF3708,11,168.5,Home,35,North America,0.91,1127.52,2/14/2021,10/14/2023,Winter,Afternoon,Loyalty Program,High
CUST_GBX5CW,PROD_57HCI0,TRANS_DH0JF3709,7,178.13,Clothing,85,Europe,0.21,505.91,2/14/2021,12/2/2023,Spring,Evening,Email Campaign,Low
CUST_855RBP,PROD_DZA5D2,TRANS_DH0JF3710,7,33.54,Electronics,18,South America,0.25,1786.54,2/15/2021,8/1/2023,Winter,Afternoon,Loyalty Program,Low
CUST_NOOTW1,PROD_N5EEVP,TRANS_DH0JF3711,12,45.65,Sports,64,South America,0.09,5413.19,2/15/2021,1/26/2023,Spring,Afternoon,Email Campaign,Low
CUST_HIUWVD,PROD_ULXF48,TRANS_DH0JF3712,16,47.38,Clothing,50,North America,0.4,8109.46,2/15/2021,11/9/2023,Summer,Evening,Loyalty Program,Low
CUST_VCQSGR,PROD_TYSHGK,TRANS_DH0JF3713,2,50.08,Electronics,43,Asia,0.07,8134.31,2/15/2021,3/19/2023,Summer,Evening,Email Campaign,Low
CUST_JFP8IC,PROD_QYSI6C,TRANS_DH0JF3714,8,63.26,Electronics,23,South America,0.73,4006.45,2/15/2021,3/23/2023,Summer,Evening,Email Campaign,Medium
CUST_XMN1K4,PROD_U4CZVT,TRANS_DH0JF3715,14,70.78,Sports,62,North America,0.88,353.49,2/15/2021,3/23/2023,Summer,Afternoon,Email Campaign,High
CUST_2JQ7CT,PROD_1ET9WE,TRANS_DH0JF3716,14,111.41,Electronics,30,Asia,0.9,255.09,2/15/2021,2/19/2023,Summer,Morning,Email Campaign,High
CUST_3WD2PI,PROD_DYDREN,TRANS_DH0JF3717,19,134.45,Electronics,66,Asia,0.64,9960.69,2/15/2021,4/16/2023,Winter,Evening,Loyalty Program,Medium
CUST_X90B1A,PROD_Z9FSU1,TRANS_DH0JF3718,5,136.44,Home,53,Asia,0.52,3985.63,2/15/2021,2/8/2023,Spring,Afternoon,Email Campaign,Medium
CUST_R1VOFX,PROD_I1AOXF,TRANS_DH0JF3719,17,143.96,Electronics,24,Europe,0.72,8787.74,2/15/2021,10/20/2023,Summer,Morning,Email Campaign,Medium
CUST_VLBL5K,PROD_JQKMA9,TRANS_DH0JF3720,10,21.58,Home,15,Europe,0.05,9543.92,2/16/2021,10/8/2023,Summer,Afternoon,Discount,Low
CUST_TNDX35,PROD_T65JQP,TRANS_DH0JF3721,7,88.22,Clothing,77,Asia,0.57,6941.45,2/16/2021,7/5/2023,Summer,Evening,Loyalty Program,Medium
CUST_HP4FMO,PROD_OZY9GH,TRANS_DH0JF3722,10,93.51,Sports,9,Asia,0.85,7148.04,2/16/2021,6/19/2023,Fall,Afternoon,Discount,High
CUST_IOCHUM,PROD_09VLNC,TRANS_DH0JF3723,5,96.48,Home,45,South America,0.51,5432.61,2/16/2021,1/14/2023,Summer,Evening,Loyalty Program,Medium
CUST_EV13L1,PROD_732EOZ,TRANS_DH0JF3724,15,121.48,Home,15,Europe,0.4,3478.75,2/16/2021,8/12/2023,Winter,Evening,Discount,Low
CUST_9HEXVL,PROD_T8VZUZ,TRANS_DH0JF3725,19,141.86,Clothing,29,Asia,0.61,9935.19,2/16/2021,8/6/2023,Fall,Afternoon,Email Campaign,Medium
CUST_N5UAHM,PROD_ZH8ZQJ,TRANS_DH0JF3726,3,156.34,Electronics,61,South America,0.77,3798.91,2/16/2021,7/10/2023,Winter,Afternoon,Email Campaign,Medium
CUST_3LL7B9,PROD_DHEG0F,TRANS_DH0JF3727,19,191.88,Home,72,Asia,0.6,2706.83,2/16/2021,3/11/2023,Spring,Afternoon,Email Campaign,Medium
CUST_BP4PAV,PROD_KSWXO2,TRANS_DH0JF3728,5,196.63,Clothing,38,South America,0.54,3412.18,2/16/2021,3/2/2023,Winter,Afternoon,Loyalty Program,Medium
CUST_39IBYG,PROD_VKFVHK,TRANS_DH0JF3729,3,30.11,Clothing,21,Europe,0.07,8805.62,2/17/2021,10/26/2023,Spring,Morning,Discount,Low
CUST_44RAHP,PROD_KECHU7,TRANS_DH0JF3730,12,67.52,Electronics,56,Asia,0.56,5167.16,2/17/2021,6/12/2023,Summer,Afternoon,Discount,Medium
CUST_VKQH9K,PROD_ZTM1S7,TRANS_DH0JF3731,4,112.22,Home,57,Europe,0.46,5764.01,2/17/2021,10/10/2023,Winter,Evening,Email Campaign,Low
CUST_SQX6SG,PROD_ZKKCOT,TRANS_DH0JF3732,2,113.48,Home,47,North America,0.96,4076.51,2/17/2021,2/18/2023,Summer,Evening,Discount,High
CUST_LHPIS6,PROD_05CCYT,TRANS_DH0JF3733,15,113.93,Electronics,63,Europe,0.47,6019.37,2/17/2021,8/11/2023,Winter,Evening,Loyalty Program,Low
CUST_318TW6,PROD_BHRI62,TRANS_DH0JF3734,17,116.35,Electronics,45,South America,0.73,3749.27,2/17/2021,12/25/2023,Winter,Afternoon,Loyalty Program,Medium
CUST_GJ3PTL,PROD_3ACVJF,TRANS_DH0JF3735,9,128.26,Clothing,57,South America,0.81,5859.36,2/17/2021,1/6/2023,Fall,Afternoon,Loyalty Program,High
CUST_2AE24H,PROD_V6QI10,TRANS_DH0JF3736,2,163.6,Clothing,52,North America,0.24,1549.59,2/17/2021,4/5/2023,Summer,Morning,Loyalty Program,Low
CUST_EF3ULT,PROD_1EN014,TRANS_DH0JF3737,9,181.69,Electronics,8,North America,0.59,7358.07,2/17/2021,4/14/2023,Spring,Afternoon,Email Campaign,Medium
CUST_MG29PS,PROD_DECT7S,TRANS_DH0JF3738,16,188.71,Home,6,North America,0.67,7330.01,2/17/2021,6/12/2023,Winter,Afternoon,Discount,Medium
CUST_CLZD1B,PROD_HVBWYX,TRANS_DH0JF3739,4,189.32,Clothing,5,South America,0.99,8732.5,2/17/2021,7/26/2023,Fall,Afternoon,Email Campaign,High
CUST_E72YZH,PROD_W03TNB,TRANS_DH0JF3740,10,193.05,Home,88,North America,0.13,3135.75,2/17/2021,1/4/2023,Fall,Morning,Loyalty Program,Low
CUST_JPSKEY,PROD_JBWY4Z,TRANS_DH0JF3741,9,198.13,Home,71,North America,0.43,5860.18,2/17/2021,11/8/2023,Summer,Morning,Loyalty Program,Low
CUST_ZM1Y63,PROD_1AQQBV,TRANS_DH0JF3742,16,21.99,Clothing,29,Europe,0.82,6253.83,2/18/2021,9/27/2023,Fall,Evening,Email Campaign,High
CUST_WZI1TV,PROD_W9ZTO2,TRANS_DH0JF3743,3,24.66,Sports,48,South America,0.43,5077.49,2/18/2021,12/13/2023,Fall,Evening,Discount,Low
CUST_ANVRXK,PROD_ZJ8PYS,TRANS_DH0JF3744,9,48.32,Clothing,43,Europe,0.23,6682.09,2/18/2021,6/10/2023,Spring,Afternoon,Discount,Low
CUST_3CMLGC,PROD_LEHL0P,TRANS_DH0JF3745,11,50.83,Clothing,44,North America,0.49,6363.03,2/18/2021,11/2/2023,Fall,Morning,Discount,Low
CUST_9MUWXV,PROD_LAP7GS,TRANS_DH0JF3746,15,64.12,Clothing,77,South America,0.17,8282.89,2/18/2021,1/3/2023,Summer,Morning,Loyalty Program,Low
CUST_E6OYYJ,PROD_I3C9HO,TRANS_DH0JF3747,10,73.47,Clothing,16,North America,0.56,9183.14,2/18/2021,9/28/2023,Summer,Morning,Email Campaign,Medium
CUST_6CUME5,PROD_3ZVD7P,TRANS_DH0JF3748,7,78.06,Clothing,39,Asia,0.8,5970.92,2/18/2021,12/7/2023,Fall,Evening,Discount,High
CUST_SV1H74,PROD_2R9DUJ,TRANS_DH0JF3749,13,119.61,Home,80,South America,0.47,5058.54,2/18/2021,8/13/2023,Summer,Evening,Discount,Low
CUST_8TH7NM,PROD_EBYKTI,TRANS_DH0JF3750,11,131.6,Electronics,60,South America,0.81,2351.28,2/18/2021,5/23/2023,Fall,Evening,Loyalty Program,High
CUST_F1AI7H,PROD_FXA5B5,TRANS_DH0JF3751,12,138.93,Sports,17,Europe,0.41,8998.87,2/18/2021,12/16/2023,Summer,Evening,Loyalty Program,Low
CUST_YBCAF8,PROD_TOQIG1,TRANS_DH0JF3752,14,140.45,Home,31,Asia,0.93,9046.13,2/18/2021,12/9/2023,Winter,Afternoon,Discount,High
CUST_JTMIWD,PROD_8KNXF6,TRANS_DH0JF3753,10,151.72,Clothing,49,South America,0.75,7421.65,2/18/2021,3/16/2023,Summer,Morning,Email Campaign,Medium
CUST_LI2I87,PROD_O3UC69,TRANS_DH0JF3754,17,164.08,Home,32,North America,0.71,8037.14,2/18/2021,3/9/2023,Summer,Morning,Email Campaign,Medium
CUST_YS4VJ7,PROD_ZX8QQU,TRANS_DH0JF3755,12,22.6,Home,7,North America,0.73,3193.88,2/19/2021,7/4/2023,Winter,Afternoon,Discount,Medium
CUST_YZV6UU,PROD_YCW14A,TRANS_DH0JF3756,9,34.12,Clothing,40,Asia,0.3,8359.77,2/19/2021,9/9/2023,Summer,Morning,Discount,Low
CUST_4QIS5K,PROD_5FW0C0,TRANS_DH0JF3757,10,37.72,Home,28,Asia,0.8,9694.89,2/19/2021,2/27/2023,Spring,Afternoon,Loyalty Program,High
CUST_YPLPDQ,PROD_UTOJ44,TRANS_DH0JF3758,12,50.05,Clothing,81,South America,0.79,7433.5,2/19/2021,8/27/2023,Spring,Morning,Email Campaign,Medium
CUST_OF8S86,PROD_9VEHRN,TRANS_DH0JF3759,10,61.92,Home,14,Europe,0.63,3772.67,2/19/2021,7/26/2023,Spring,Morning,Discount,Medium
CUST_JLA74Y,PROD_5WY540,TRANS_DH0JF3760,16,85.92,Sports,45,Europe,0.67,1811.67,2/19/2021,11/29/2023,Summer,Afternoon,Loyalty Program,Medium
CUST_86Y0ZO,PROD_F65UKF,TRANS_DH0JF3761,18,131.77,Home,87,North America,0.85,1830.84,2/19/2021,3/30/2023,Spring,Morning,Email Campaign,High
CUST_ZT7RZR,PROD_ZB7O9G,TRANS_DH0JF3762,5,134.75,Clothing,22,South America,0.98,5656.44,2/19/2021,4/25/2023,Spring,Afternoon,Email Campaign,High
CUST_GZGUZT,PROD_I7L4FS,TRANS_DH0JF3763,17,145.9,Electronics,58,North America,0.69,6534.47,2/19/2021,10/27/2023,Winter,Afternoon,Loyalty Program,Medium
CUST_Y21NFL,PROD_YHEV9Q,TRANS_DH0JF3764,5,148.85,Electronics,20,South America,0.33,8258.4,2/19/2021,11/5/2023,Summer,Morning,Loyalty Program,Low
CUST_P6XUKK,PROD_XIAHJE,TRANS_DH0JF3765,15,161.77,Clothing,26,Asia,0.99,1000.95,2/19/2021,7/3/2023,Winter,Evening,Loyalty Program,High
CUST_8A2HQK,PROD_KDBS06,TRANS_DH0JF3766,2,183.17,Sports,53,Asia,0.03,8343.47,2/19/2021,8/5/2023,Spring,Morning,Loyalty Program,Low
CUST_VIUVFA,PROD_8E84LO,TRANS_DH0JF3767,15,186.42,Electronics,82,Europe,0.49,5985.88,2/19/2021,2/23/2023,Spring,Afternoon,Discount,Low
CUST_ULUJ2Q,PROD_7FC79X,TRANS_DH0JF3768,9,197.62,Electronics,30,Asia,0.59,9127.33,2/19/2021,7/22/2023,Winter,Afternoon,Loyalty Program,Medium
CUST_9B1WZ4,PROD_LKNBRO,TRANS_DH0JF3769,15,91.14,Clothing,83,South America,0.65,2537.14,2/20/2021,6/1/2023,Winter,Morning,Email Campaign,Medium
CUST_P13G7O,PROD_WDNAQG,TRANS_DH0JF3770,13,94.62,Electronics,63,South America,0.25,4487.05,2/20/2021,7/17/2023,Spring,Afternoon,Loyalty Program,Low
CUST_E0EYZC,PROD_P5ZSO3,TRANS_DH0JF3771,17,114.09,Home,18,Europe,0.09,8879.86,2/20/2021,9/30/2023,Winter,Evening,Loyalty Program,Low
CUST_KGL767,PROD_RJ49PD,TRANS_DH0JF3772,10,147.96,Electronics,73,South America,0.62,6379.42,2/20/2021,2/8/2023,Fall,Afternoon,Discount,Medium
CUST_SO0PGF,PROD_A93WFK,TRANS_DH0JF3773,7,154.92,Home,79,South America,0.85,7064.12,2/20/2021,10/12/2023,Summer,Evening,Loyalty Program,High
CUST_VGL14X,PROD_E9MRJ6,TRANS_DH0JF3774,5,161.43,Electronics,65,South America,0.4,5710.61,2/20/2021,5/19/2023,Summer,Morning,Discount,Low
CUST_1TT8DA,PROD_C3IAKC,TRANS_DH0JF3775,1,176.98,Sports,83,Asia,0.75,6791.4,2/20/2021,10/29/2023,Winter,Morning,Loyalty Program,Medium
CUST_BVXUAI,PROD_G8UF70,TRANS_DH0JF3776,9,29.9,Clothing,20,North America,0.85,2424.59,2/21/2021,1/31/2023,Spring,Morning,Loyalty Program,High
CUST_S7LQCZ,PROD_ZSELZ5,TRANS_DH0JF3777,13,39.56,Home,13,Europe,0.93,8793.8,2/21/2021,10/31/2023,Winter,Afternoon,Loyalty Program,High
CUST_1JSPPY,PROD_4FUJ1Z,TRANS_DH0JF3778,4,45.17,Clothing,63,South America,0.06,1158.01,2/21/2021,3/19/2023,Winter,Evening,Email Campaign,Low
CUST_1NGEFT,PROD_VSPR6U,TRANS_DH0JF3779,10,92.65,Electronics,58,Europe,0.57,6823.96,2/21/2021,1/26/2023,Fall,Morning,Email Campaign,Medium
CUST_LTB68C,PROD_YPAB88,TRANS_DH0JF3780,7,100.92,Electronics,62,North America,0.61,3321.97,2/21/2021,12/28/2023,Winter,Morning,Discount,Medium
CUST_OW36RV,PROD_VBGJI4,TRANS_DH0JF3781,1,101.43,Home,8,North America,0.17,2871.38,2/21/2021,8/1/2023,Winter,Morning,Email Campaign,Low
CUST_H2KZAZ,PROD_A4UHNF,TRANS_DH0JF3782,6,105.41,Clothing,19,Europe,0.35,8484.97,2/21/2021,10/7/2023,Fall,Morning,Discount,Low
CUST_YZ99RF,PROD_QZZU0K,TRANS_DH0JF3783,11,121.91,Home,40,Europe,0.1,818.43,2/21/2021,1/2/2023,Spring,Morning,Loyalty Program,Low
CUST_RYTDPL,PROD_1GC7PX,TRANS_DH0JF3784,10,131.65,Electronics,41,South America,0.75,7523.15,2/21/2021,5/30/2023,Summer,Afternoon,Email Campaign,Medium
CUST_4AEC5A,PROD_CVX2EP,TRANS_DH0JF3785,8,139.28,Home,39,South America,0.13,9678.75,2/21/2021,8/16/2023,Fall,Evening,Loyalty Program,Low
CUST_QDHHMB,PROD_T44EF1,TRANS_DH0JF3786,13,140.04,Clothing,39,Europe,0.84,2505.93,2/21/2021,12/24/2023,Summer,Morning,Loyalty Program,High
CUST_0FQ5S4,PROD_8WEUDC,TRANS_DH0JF3787,13,180.14,Sports,36,South America,0.61,5293.4,2/21/2021,9/20/2023,Summer,Morning,Discount,Medium
CUST_K5H212,PROD_AJ2WSI,TRANS_DH0JF3788,1,184.35,Home,10,North America,0.39,1036.31,2/21/2021,2/26/2023,Fall,Morning,Discount,Low
CUST_TCNBD0,PROD_O5SE0Y,TRANS_DH0JF3789,14,190.75,Home,35,Europe,0.26,3185.8,2/21/2021,8/15/2023,Spring,Afternoon,Discount,Low
CUST_BS6BNN,PROD_HBD8NK,TRANS_DH0JF3790,2,199.34,Sports,42,South America,1,1520.28,2/21/2021,2/2/2023,Spring,Morning,Discount,High
CUST_3JVGIM,PROD_W5AZFZ,TRANS_DH0JF3791,3,64.92,Sports,21,Europe,0.09,7221.32,2/22/2021,7/6/2023,Winter,Morning,Loyalty Program,Low
CUST_WH0M9H,PROD_LAY7WH,TRANS_DH0JF3792,17,71.92,Clothing,87,Asia,0.59,7062.46,2/22/2021,3/28/2023,Fall,Afternoon,Email Campaign,Medium
CUST_C6J5HH,PROD_8KHNS9,TRANS_DH0JF3793,5,92.12,Clothing,13,North America,0.95,8220.45,2/22/2021,1/24/2023,Winter,Evening,Email Campaign,High
CUST_ZRXDPN,PROD_7N2JH3,TRANS_DH0JF3794,16,111.61,Home,38,Europe,0.35,7034.56,2/22/2021,11/19/2023,Fall,Morning,Discount,Low
CUST_IN6LUK,PROD_APXBW7,TRANS_DH0JF3795,14,121.27,Home,56,North America,0.28,9803.03,2/22/2021,12/14/2023,Summer,Evening,Discount,Low
CUST_5ECK8O,PROD_KCF7D7,TRANS_DH0JF3796,19,125.05,Home,12,North America,0.98,4347.53,2/22/2021,11/3/2023,Spring,Morning,Loyalty Program,High
CUST_BDEMHZ,PROD_S40IHB,TRANS_DH0JF3797,18,131.52,Electronics,79,Europe,0.34,216.75,2/22/2021,3/5/2023,Summer,Morning,Discount,Low
CUST_Y22AVO,PROD_0T8WNR,TRANS_DH0JF3798,12,137.99,Clothing,54,South America,0.62,8448.56,2/22/2021,6/25/2023,Winter,Morning,Email Campaign,Medium
CUST_8ODME8,PROD_OM99FQ,TRANS_DH0JF3799,1,139.7,Electronics,88,Europe,0.31,1530.69,2/22/2021,6/15/2023,Winter,Evening,Discount,Low
CUST_LAXF4V,PROD_356VTY,TRANS_DH0JF3800,2,161.2,Sports,83,South America,0.63,7920.73,2/22/2021,3/18/2023,Fall,Morning,Loyalty Program,Medium
CUST_RAY5JL,PROD_7IZK1H,TRANS_DH0JF3801,3,164.63,Home,22,North America,0.16,6936.93,2/22/2021,12/1/2023,Winter,Evening,Loyalty Program,Low
CUST_BFIZPE,PROD_OVJYEP,TRANS_DH0JF3802,11,164.73,Sports,10,Europe,0.13,3486.56,2/22/2021,1/23/2023,Winter,Afternoon,Discount,Low
CUST_XMR5HX,PROD_2Q32S4,TRANS_DH0JF3803,6,168.11,Sports,20,North America,0.33,5049.23,2/22/2021,6/9/2023,Winter,Evening,Discount,Low
CUST_54SF8Z,PROD_I2JYL7,TRANS_DH0JF3804,7,181.97,Home,82,Europe,0.68,5569.92,2/22/2021,7/11/2023,Spring,Afternoon,Loyalty Program,Medium
CUST_A56Y3N,PROD_MLBSH3,TRANS_DH0JF3805,10,182.72,Clothing,20,Europe,0.9,3937.52,2/22/2021,5/19/2023,Winter,Morning,Loyalty Program,High
CUST_5ASSBV,PROD_XUEHZC,TRANS_DH0JF3806,8,183.12,Sports,12,Europe,0.71,4074.23,2/22/2021,2/9/2023,Fall,Morning,Discount,Medium
CUST_BT8F7N,PROD_VP1C85,TRANS_DH0JF3807,7,20.83,Home,15,North America,0.32,3567.95,2/23/2021,10/17/2023,Spring,Afternoon,Discount,Low
CUST_A2UOU3,PROD_074U4Q,TRANS_DH0JF3808,2,29.17,Electronics,17,Europe,0.81,4855.08,2/23/2021,8/2/2023,Fall,Afternoon,Loyalty Program,High
CUST_B82JRN,PROD_YZ1F6Y,TRANS_DH0JF3809,6,30.41,Electronics,38,North America,0.58,1059.08,2/23/2021,12/12/2023,Spring,Morning,Loyalty Program,Medium
CUST_T5ACQL,PROD_R68D36,TRANS_DH0JF3810,19,31.46,Clothing,50,Asia,0.15,1873.44,2/23/2021,8/18/2023,Winter,Evening,Loyalty Program,Low
CUST_TGRJ9D,PROD_VNXRFD,TRANS_DH0JF3811,8,35.74,Clothing,34,Asia,0.51,7993.3,2/23/2021,6/30/2023,Winter,Evening,Email Campaign,Medium
CUST_09IFDZ,PROD_57X2BK,TRANS_DH0JF3812,12,50.45,Home,81,North America,0.12,5923.93,2/23/2021,7/29/2023,Fall,Morning,Loyalty Program,Low
CUST_LIWA36,PROD_OK4MS9,TRANS_DH0JF3813,7,56.2,Home,76,Asia,0.45,4320.54,2/23/2021,2/17/2023,Winter,Morning,Discount,Low
CUST_9R9UI7,PROD_7MYCY9,TRANS_DH0JF3814,13,80.2,Clothing,14,Asia,0.84,5481.28,2/23/2021,12/16/2023,Winter,Evening,Email Campaign,High
CUST_QJLN2Z,PROD_2LB7SI,TRANS_DH0JF3815,12,87.78,Clothing,51,North America,0.62,8125.25,2/23/2021,10/20/2023,Winter,Afternoon,Discount,Medium
CUST_UWUXLH,PROD_23R5NK,TRANS_DH0JF3816,8,99.65,Clothing,70,South America,0.06,3065.77,2/23/2021,7/27/2023,Fall,Morning,Loyalty Program,Low
CUST_V6MQXA,PROD_1HBZLD,TRANS_DH0JF3817,6,113.49,Home,56,North America,0.63,102.61,2/23/2021,2/14/2023,Winter,Morning,Loyalty Program,Medium
CUST_3L1YHV,PROD_95DWHP,TRANS_DH0JF3818,4,114.65,Electronics,89,Asia,0.82,4370.88,2/23/2021,7/12/2023,Fall,Afternoon,Discount,High
CUST_9I75B9,PROD_5JF2IV,TRANS_DH0JF3819,8,125.55,Electronics,40,Europe,0.68,7587.96,2/23/2021,7/8/2023,Winter,Evening,Discount,Medium
CUST_DYCNTP,PROD_ROEF54,TRANS_DH0JF3820,16,129.64,Electronics,19,South America,0.02,5571.07,2/23/2021,2/5/2023,Fall,Afternoon,Email Campaign,Low
CUST_F570YN,PROD_1UULVE,TRANS_DH0JF3821,6,135.09,Home,57,Europe,0.5,7854.86,2/23/2021,6/28/2023,Summer,Afternoon,Loyalty Program,Medium
CUST_54MLRU,PROD_BPMUP2,TRANS_DH0JF3822,8,137.97,Electronics,79,Europe,0.83,6887.93,2/23/2021,7/19/2023,Fall,Evening,Email Campaign,High
CUST_NYQG17,PROD_N3ECQT,TRANS_DH0JF3823,1,143.6,Home,69,North America,0.08,2947.82,2/23/2021,3/4/2023,Spring,Evening,Loyalty Program,Low
CUST_L95X63,PROD_NNGKTO,TRANS_DH0JF3824,6,172.82,Sports,7,North America,0.37,2750.89,2/23/2021,12/2/2023,Summer,Evening,Discount,Low
CUST_VAESL6,PROD_BYMU4O,TRANS_DH0JF3825,7,184.7,Sports,13,Europe,0.79,9084.91,2/23/2021,12/25/2023,Spring,Afternoon,Discount,Medium
CUST_9V1NLL,PROD_RNHEO8,TRANS_DH0JF3826,3,81.21,Home,75,South America,0.24,5407.06,2/24/2021,5/12/2023,Spring,Evening,Discount,Low
CUST_T1QS7W,PROD_QZ99SH,TRANS_DH0JF3827,11,85.17,Sports,23,Asia,0.15,1054.81,2/24/2021,5/13/2023,Spring,Afternoon,Email Campaign,Low
CUST_FTXZXZ,PROD_1L7DZB,TRANS_DH0JF3828,5,101.24,Sports,78,Asia,0.4,3977.01,2/24/2021,6/29/2023,Spring,Afternoon,Discount,Low
CUST_KTSE6P,PROD_F0UIZZ,TRANS_DH0JF3829,18,103.81,Electronics,29,Europe,0.67,3061.64,2/24/2021,12/4/2023,Winter,Afternoon,Discount,Medium
CUST_EO5UB8,PROD_4N96HC,TRANS_DH0JF3830,11,112.05,Clothing,73,South America,0.42,2413.37,2/24/2021,10/14/2023,Summer,Afternoon,Loyalty Program,Low
CUST_WB51BD,PROD_E62OYO,TRANS_DH0JF3831,14,125.68,Clothing,33,Asia,0.42,9436.36,2/24/2021,2/3/2023,Summer,Evening,Discount,Low
CUST_080GAB,PROD_6MJNTT,TRANS_DH0JF3832,13,152,Clothing,73,North America,0.27,471.77,2/24/2021,8/27/2023,Winter,Morning,Loyalty Program,Low
CUST_BFRH0C,PROD_BTXYGS,TRANS_DH0JF3833,10,197.43,Electronics,43,Asia,0.19,6068.45,2/24/2021,3/27/2023,Summer,Evening,Email Campaign,Low
CUST_BBUJXY,PROD_G4HN8H,TRANS_DH0JF3834,8,28.23,Sports,12,Asia,0.7,3767.72,2/25/2021,5/15/2023,Fall,Evening,Loyalty Program,Medium
CUST_CHAK1W,PROD_U6SQUX,TRANS_DH0JF3835,17,53.54,Sports,45,South America,0.15,4447.79,2/25/2021,7/4/2023,Summer,Afternoon,Discount,Low
CUST_DYCA8O,PROD_0USRU8,TRANS_DH0JF3836,1,179.63,Home,20,South America,0.78,3452.27,2/25/2021,8/15/2023,Summer,Evening,Email Campaign,Medium
CUST_O4N9KC,PROD_EV6HPF,TRANS_DH0JF3837,14,193.88,Clothing,19,Europe,0.16,3931.61,2/25/2021,12/11/2023,Winter,Evening,Loyalty Program,Low
CUST_A7DIJM,PROD_Z4TU1Q,TRANS_DH0JF3838,18,32.76,Sports,35,Asia,0.2,9121.15,2/26/2021,10/16/2023,Fall,Evening,Loyalty Program,Low
CUST_0IY59L,PROD_SVRAOL,TRANS_DH0JF3839,12,37.1,Home,71,Asia,0.95,7423.46,2/26/2021,8/29/2023,Fall,Afternoon,Loyalty Program,High
CUST_YFGN16,PROD_3UL6KG,TRANS_DH0JF3840,17,37.19,Sports,58,Europe,0.42,8816.67,2/26/2021,12/4/2023,Winter,Evening,Discount,Low
CUST_OKKCGC,PROD_MIYJDA,TRANS_DH0JF3841,8,55.25,Home,32,Europe,0.28,2827.49,2/26/2021,1/1/2023,Winter,Afternoon,Loyalty Program,Low
CUST_GBSNDK,PROD_9YQRCT,TRANS_DH0JF3842,11,62.24,Home,10,South America,0.88,9909.88,2/26/2021,11/19/2023,Summer,Evening,Discount,High
CUST_Z25MKC,PROD_U8E1QS,TRANS_DH0JF3843,14,70.72,Electronics,48,Europe,0.4,2968.83,2/26/2021,5/19/2023,Spring,Evening,Loyalty Program,Low
CUST_DEBAUN,PROD_LWHI3T,TRANS_DH0JF3844,13,80.01,Clothing,68,South America,0.64,5239.22,2/26/2021,3/1/2023,Summer,Afternoon,Discount,Medium
CUST_C36MTJ,PROD_BGF9IH,TRANS_DH0JF3845,6,89.62,Clothing,59,South America,0.87,951,2/26/2021,2/4/2023,Winter,Evening,Loyalty Program,High
CUST_MCTMMV,PROD_1BU8VP,TRANS_DH0JF3846,2,93,Electronics,23,Europe,0.47,413.71,2/26/2021,2/7/2023,Winter,Evening,Email Campaign,Low
CUST_QOHLMD,PROD_L6LZ4L,TRANS_DH0JF3847,4,113.76,Clothing,40,South America,0.02,1257.14,2/26/2021,4/1/2023,Fall,Evening,Email Campaign,Low
CUST_JGPSFV,PROD_CW9742,TRANS_DH0JF3848,9,138.68,Clothing,55,Asia,0.45,3561.64,2/26/2021,3/28/2023,Summer,Evening,Discount,Low
CUST_FDKHUB,PROD_S23KDG,TRANS_DH0JF3849,15,147.27,Home,66,South America,0.29,4506.33,2/26/2021,9/25/2023,Summer,Evening,Loyalty Program,Low
CUST_I27TEV,PROD_CUBP52,TRANS_DH0JF3850,2,154.34,Sports,33,South America,0.63,1184.23,2/26/2021,12/23/2023,Fall,Afternoon,Loyalty Program,Medium
CUST_HWW0GP,PROD_PO032N,TRANS_DH0JF3851,3,167.11,Home,66,Asia,0.19,572.16,2/26/2021,9/10/2023,Fall,Evening,Loyalty Program,Low
CUST_VN8LOG,PROD_OYILBV,TRANS_DH0JF3852,9,179.58,Electronics,41,Europe,0.26,6301.29,2/26/2021,1/19/2023,Spring,Afternoon,Email Campaign,Low
CUST_EVXHW8,PROD_F0OZ31,TRANS_DH0JF3853,19,181.03,Home,23,Asia,0.92,7927.88,2/26/2021,12/12/2023,Summer,Evening,Discount,High
CUST_42SXOI,PROD_ISGM83,TRANS_DH0JF3854,1,187.11,Electronics,17,North America,0.14,212.85,2/26/2021,10/28/2023,Winter,Afternoon,Loyalty Program,Low
CUST_RFLFY3,PROD_O8VWE5,TRANS_DH0JF3855,8,199.32,Home,53,North America,0.81,4821.2,2/26/2021,4/8/2023,Summer,Morning,Email Campaign,High
CUST_S0MXNZ,PROD_MFBF8Y,TRANS_DH0JF3856,6,38.06,Sports,43,Asia,0.9,1990.13,2/27/2021,9/5/2023,Spring,Afternoon,Email Campaign,High
